code,catalog,messier,name,type,ra_deg,dec_deg,mag,const
NGC1572,NGC,,,Galaxy,65.678375,-40.600917,12.47,Cae
NGC1573,NGC,,,Galaxy,68.766625,73.262417,11.79,Cam
NGC1574,NGC,,,Galaxy,65.495083,-56.974750,10.24,Ret
NGC1575,NGC,,,Galaxy,66.585625,-10.098444,13.43,Eri
NGC1576,NGC,,,Galaxy,66.578417,-3.621083,14.34,Eri
NGC1577,NGC,,,Duplicate,66.585625,-10.098444,,Eri
NGC1578,NGC,,,Galaxy,65.944375,-51.599444,13.11,Dor
NGC1579,NGC,,,Cluster+Nebula,67.557500,35.269444,,Per
NGC1580,NGC,,,Galaxy,67.077000,-5.178778,14.35,Eri
NGC1581,NGC,,,Galaxy,66.187333,-54.942000,12.80,Dor
NGC1582,NGC,,,Open Cluster,67.944958,43.784833,7.00,Per
NGC1583,NGC,,,Galaxy,67.086375,-17.595444,14.69,Eri
NGC1584,NGC,,,Galaxy,67.042750,-17.523361,14.98,Eri
NGC1585,NGC,,,Galaxy,66.887542,-42.165222,14.23,Cae
NGC1586,NGC,,,Galaxy,67.659292,-0.304167,14.21,Eri
NGC1587,NGC,,,Galaxy,67.666417,0.661583,11.70,Tau
NGC1588,NGC,,,Galaxy,67.682375,0.664722,12.91,Tau
NGC1589,NGC,,,Galaxy,67.689333,0.863667,11.81,Tau
NGC1590,NGC,,,Galaxy,67.792583,7.630889,13.69,Tau
NGC1591,NGC,,,Galaxy,67.377292,-26.713111,13.69,Eri
NGC1592,NGC,,,Galaxy,67.417208,-27.408528,14.09,Eri
NGC1593,NGC,,,Galaxy,68.025500,0.567361,14.74,Tau
NGC1594,NGC,,,Galaxy,67.714958,-5.798278,13.73,Eri
NGC1595,NGC,,,Galaxy,67.090667,-47.815889,12.71,Cae
NGC1596,NGC,,,Galaxy,66.908792,-55.027806,11.14,Dor
NGC1597,NGC,,,Galaxy,67.806083,-11.290417,15.00,Eri
NGC1598,NGC,,,Galaxy,67.140292,-47.782556,13.30,Cae
NGC1599,NGC,,,Galaxy,67.911417,-4.588333,13.73,Eri
NGC1600,NGC,,,Galaxy,67.916417,-5.086250,10.97,Eri
NGC1601,NGC,,,Galaxy,67.923875,-5.060361,13.84,Eri
NGC1602,NGC,,,Galaxy,66.979042,-55.057722,13.06,Dor
NGC1603,NGC,,,Galaxy,67.958125,-5.094417,13.80,Eri
NGC1604,NGC,,,Galaxy,67.994042,-5.369944,14.84,Eri
NGC1605,NGC,,,Open Cluster,68.717833,45.271389,10.70,Per
NGC1606,NGC,,,Galaxy,68.013917,-5.032444,16.54,Eri
NGC1607,NGC,,,Galaxy,68.012875,-4.459944,15.00,Eri
NGC1608,NGC,,,Duplicate,68.025500,0.567361,,Tau
NGC1609,NGC,,,Galaxy,68.187833,-4.372417,14.65,Eri
NGC1610,NGC,,,Galaxy,68.557792,-4.699750,16.17,Eri
NGC1611,NGC,,,Galaxy,68.274833,-4.297444,14.40,Eri
NGC1612,NGC,,,Galaxy,68.304708,-4.172417,15.23,Eri
NGC1613,NGC,,,Galaxy,68.355542,-4.265417,14.79,Eri
NGC1614,NGC,,,Galaxy,68.499375,-8.578889,12.90,Eri
NGC1615,NGC,,,Galaxy,69.004333,19.950333,12.01,Tau
NGC1616,NGC,,,Galaxy,68.173875,-43.715889,12.64,Cae
NGC1617,NGC,,,Galaxy,67.914708,-54.602278,10.37,Dor
NGC1618,NGC,,,Galaxy,69.027500,-3.148750,12.72,Eri
NGC1619,NGC,,,Duplicate,68.557792,-4.699750,,Eri
NGC1620,NGC,,,Galaxy,69.155625,-0.143611,12.08,Eri
NGC1621,NGC,,,Galaxy,69.104417,-4.987306,14.83,Eri
NGC1622,NGC,,,Galaxy,69.152667,-3.188833,12.53,Eri
NGC1623,NGC,,,Galaxy,68.885042,-13.556444,16.63,Eri
NGC1624,NGC,,,Cluster+Nebula,70.152083,50.461667,11.80,Per
NGC1625,NGC,,,Galaxy,69.276083,-3.303500,12.40,Eri
NGC1626,NGC,,,Duplicate,69.104417,-4.987306,,Eri
NGC1627,NGC,,,Galaxy,69.408333,-4.887472,13.53,Eri
NGC1628,NGC,,,Galaxy,69.401083,-4.714833,14.24,Eri
NGC1629,NGC,,,Globular Cluster,67.403792,-71.838278,12.68,Hyi
NGC1630,NGC,,,Galaxy,69.314500,-18.901528,15.19,Eri
NGC1631,NGC,,,Galaxy,69.600708,-20.649861,14.29,Eri
NGC1632,NGC,,,Galaxy,69.994083,-9.456222,15.28,Eri
NGC1633,NGC,,,Galaxy,70.037958,7.349444,14.54,Tau
NGC1634,NGC,,,Galaxy,70.040750,7.338778,14.96,Tau
NGC1635,NGC,,,Galaxy,70.032833,-0.547528,13.42,Eri
NGC1636,NGC,,,Galaxy,70.167500,-8.607750,13.93,Eri
NGC1637,NGC,,,Galaxy,70.367417,-2.857972,10.85,Eri
NGC1638,NGC,,,Galaxy,70.402125,-1.809028,12.24,Eri
NGC1639,NGC,,,Other,70.217542,-16.990861,,Eri
NGC1640,NGC,,,Galaxy,70.560500,-20.434778,11.69,Eri
NGC1641,NGC,,,Open Cluster,68.895500,-65.762889,,Ret
NGC1642,NGC,,,Galaxy,70.728792,0.618583,12.62,Tau
NGC1643,NGC,,,Galaxy,70.933125,-5.319444,14.08,Eri
NGC1644,NGC,,,Globular Cluster,69.417042,-66.199083,12.89,Dor
NGC1645,NGC,,,Galaxy,71.026583,-5.465611,14.00,Eri
NGC1646,NGC,,,Galaxy,71.098333,-8.532778,13.64,Eri
NGC1647,NGC,,,Open Cluster,71.481542,19.095111,6.40,Tau
NGC1648,NGC,,,Galaxy,71.145000,-8.478861,15.56,Eri
NGC1649,NGC,,,Globular Cluster,69.595208,-68.672917,13.13,Dor
NGC1650,NGC,,,Galaxy,71.297958,-15.870028,12.91,Eri
NGC1651,NGC,,,Globular Cluster,69.384458,-70.585861,12.28,Men
NGC1652,NGC,,,Duplicate,69.595208,-68.672917,,Dor
NGC1653,NGC,,,Galaxy,71.447292,-2.392833,11.97,Eri
NGC1654,NGC,,,Galaxy,71.451875,-2.083889,14.36,Eri
NGC1655,NGC,,,Other,71.799583,20.923667,,Tau
NGC1656,NGC,,,Galaxy,71.472458,-5.136722,14.50,Eri
NGC1657,NGC,,,Galaxy,71.530250,-2.077278,14.94,Eri
NGC1658,NGC,,,Galaxy,71.005667,-41.463417,14.35,Cae
NGC1659,NGC,,,Galaxy,71.624792,-4.788778,12.54,Eri
NGC1660,NGC,,,Galaxy,71.047542,-41.497583,14.87,Cae
NGC1661,NGC,,,Galaxy,71.781833,-2.054583,14.24,Ori
NGC1662,NGC,,,Open Cluster,72.120625,10.930389,6.40,Ori
NGC1663,NGC,,,Open Cluster,72.348083,13.151056,14.54,Ori
NGC1664,NGC,,,Open Cluster,72.772625,43.676167,7.60,Aur
NGC1665,NGC,,,Galaxy,72.071125,-5.427611,14.06,Eri
NGC1666,NGC,,,Galaxy,72.136833,-6.569972,12.70,Eri
NGC1667,NGC,,,Galaxy,72.154750,-6.319972,12.15,Eri
NGC1668,NGC,,,Galaxy,71.524708,-44.733361,13.77,Cae
NGC1669,NGC,,,Galaxy,70.749583,-65.814333,14.89,Dor
NGC1670,NGC,,,Galaxy,72.427583,-2.760500,13.95,Ori
NGC1671,NGC,,,Galaxy,72.391792,0.252861,12.88,Ori
NGC1672,NGC,,,Galaxy,71.427083,-59.247194,10.16,Dor
NGC1673,NGC,,,Open Cluster,70.665167,-69.821250,14.07,Men
NGC1674,NGC,,,Other,73.104042,23.907667,,Tau
NGC1675,NGC,,,Other,73.104042,23.907667,,Tau
NGC1676,NGC,,,Open Cluster,70.975708,-68.827583,,Dor
NGC1677,NGC,,,Galaxy,72.716958,-4.892722,14.99,Eri
NGC1678,NGC,,,Galaxy,72.897667,-2.623139,14.28,Ori
NGC1679,NGC,,,Galaxy,72.477667,-31.964667,11.62,Cae
NGC1680,NGC,,,Galaxy,72.141708,-47.816444,14.46,Pic
NGC1681,NGC,,,Galaxy,72.958583,-5.803222,13.40,Eri
NGC1682,NGC,,,Galaxy,73.082458,-3.105861,14.44,Ori
NGC1683,NGC,,,Galaxy,73.073333,-3.024639,15.98,Ori
NGC1684,NGC,,,Galaxy,73.129792,-3.106056,13.00,Ori
NGC1685,NGC,,,Galaxy,73.142625,-2.949333,15.18,Ori
NGC1686,NGC,,,Galaxy,73.227750,-15.346472,14.48,Eri
NGC1687,NGC,,,Galaxy,72.839042,-33.939028,14.73,Cae
NGC1688,NGC,,,Galaxy,72.099125,-59.800333,11.85,Dor
NGC1689,NGC,,,Duplicate,72.154750,-6.319972,,Eri
NGC1690,NGC,,,Galaxy,73.580250,1.640361,14.94,Ori
NGC1691,NGC,,,Galaxy,73.659750,3.267972,13.12,Ori
NGC1692,NGC,,,Galaxy,73.848875,-20.571167,13.02,Eri
NGC1693,NGC,,,Globular Cluster,71.911542,-69.343639,12.89,Dor
NGC1694,NGC,,,Galaxy,73.820083,-4.652667,15.01,Eri
NGC1695,NGC,,,Globular Cluster,71.935333,-69.373750,12.16,Dor
NGC1696,NGC,,,Open Cluster,72.124875,-68.242861,13.95,Dor
NGC1697,NGC,,,Globular Cluster,72.149208,-68.558444,12.62,Dor
NGC1698,NGC,,,Globular Cluster,72.271042,-69.115083,12.07,Dor
NGC1699,NGC,,,Galaxy,74.248458,-4.756861,15.00,Eri
NGC1700,NGC,,,Galaxy,74.234625,-4.865778,11.16,Eri
NGC1701,NGC,,,Galaxy,73.963042,-29.883444,13.64,Cae
NGC1702,NGC,,,Open Cluster,72.365333,-69.850778,12.50,Men
NGC1703,NGC,,,Galaxy,73.217292,-59.742250,11.69,Dor
NGC1704,NGC,,,Open Cluster,72.481083,-69.756306,11.50,Dor
NGC1705,NGC,,,Galaxy,73.556250,-53.361056,12.46,Pic
NGC1706,NGC,,,Galaxy,73.129250,-62.985778,12.64,Dor
NGC1707,NGC,,,Other,74.585875,8.238361,,Ori
NGC1708,NGC,,,Open Cluster,75.841167,52.832083,,Cam
NGC1709,NGC,,,Galaxy,74.683458,-0.478250,15.03,Ori
NGC1710,NGC,,,Galaxy,74.321125,-15.289000,14.50,Lep
NGC1711,NGC,,,Globular Cluster,72.650542,-69.985444,11.10,Men
NGC1712,NGC,,,Stellar Association,72.743458,-69.407500,,Dor
NGC1713,NGC,,,Galaxy,74.727542,-0.488917,12.71,Ori
NGC1714,NGC,,,Cluster+Nebula,73.036875,-66.923389,11.61,Dor
NGC1715,NGC,,,Emission Nebula,73.043667,-66.908694,,Dor
NGC1716,NGC,,,Galaxy,74.555500,-20.363583,13.94,Lep
NGC1717,NGC,,,Galaxy,74.631083,-0.574667,15.62,Ori
NGC1718,NGC,,,Open Cluster,73.105792,-67.050667,12.25,Dor
NGC1719,NGC,,,Galaxy,74.894292,-0.260417,14.44,Ori
NGC1720,NGC,,,Galaxy,74.835958,-7.858972,13.00,Eri
NGC1721,NGC,,,Galaxy,74.822500,-11.118722,13.82,Eri
NGC1722,NGC,,,Cluster+Nebula,73.002500,-69.375000,,Dor
NGC1723,NGC,,,Galaxy,74.857875,-10.980694,12.03,Eri
NGC1724,NGC,,,Open Cluster,75.884667,49.491778,,Aur
NGC1725,NGC,,,Galaxy,74.845375,-11.132306,13.82,Eri
NGC1726,NGC,,,Galaxy,74.924583,-7.755250,11.65,Eri
NGC1727,NGC,,,Cluster+Nebula,73.053208,-69.338917,,Dor
NGC1728,NGC,,,Galaxy,74.865542,-11.122944,13.00,Eri
NGC1729,NGC,,,Galaxy,75.065375,-3.352500,13.20,Ori
NGC1730,NGC,,,Galaxy,74.882625,-15.823639,13.22,Lep
NGC1731,NGC,,,Stellar Association,73.383708,-66.925278,,Dor
NGC1732,NGC,,,Open Cluster,73.294125,-68.650000,12.30,Dor
NGC1733,NGC,,,Open Cluster,73.519792,-66.682583,13.31,Dor
NGC1734,NGC,,,Open Cluster,73.389542,-68.768778,13.10,Dor
NGC1735,NGC,,,Open Cluster,73.581917,-67.099556,10.76,Dor
NGC1736,NGC,,,Emission Nebula,73.256458,-68.053111,15.50,Dor
NGC1737,NGC,,,HII Region,73.498792,-69.174556,,Dor
NGC1738,NGC,,,Galaxy,75.444583,-18.157056,13.71,Lep
NGC1739,NGC,,,Galaxy,75.447250,-18.166806,14.25,Lep
NGC1740,NGC,,,Galaxy,75.478333,-3.296333,14.04,Ori
NGC1741,NGC,,,Galaxy,75.409583,-4.257000,15.52,Eri
NGC1741B,NGC,,,Galaxy,75.400833,-4.261944,15.22,Eri
NGC1742,NGC,,,Star,75.497208,-3.294972,,Ori
NGC1743,NGC,,,Neb,73.511125,-69.198611,11.26,Dor
NGC1744,NGC,,,Galaxy,74.990833,-26.022222,11.50,Lep
NGC1745,NGC,,,Neb,73.585917,-69.158889,13.40,Dor
NGC1746,NGC,,,Open Cluster,75.959125,23.767639,6.10,Tau
NGC1747,NGC,,,Open Cluster,73.795750,-67.168889,9.37,Dor
NGC1748,NGC,,,Neb,73.608208,-69.184111,12.30,Dor
NGC1749,NGC,,,Open Cluster,73.733583,-68.188667,13.56,Dor
NGC1750,NGC,,,Open Cluster,76.000125,23.645778,,Tau
NGC1751,NGC,,,Globular Cluster,73.552417,-69.805833,11.73,Men
NGC1752,NGC,,,Galaxy,75.539542,-8.240861,12.40,Eri
NGC1753,NGC,,,Galaxy,75.634750,-3.344333,14.77,Ori
NGC1754,NGC,,,Globular Cluster,73.578958,-70.442472,11.57,Men
NGC1755,NGC,,,Globular Cluster,73.811958,-68.204056,9.85,Dor
NGC1756,NGC,,,Globular Cluster,73.707625,-69.237639,12.24,Dor
NGC1757,NGC,,,Other,75.664000,-4.722944,,Eri
NGC1758,NGC,,,Open Cluster,76.176000,23.781639,,Tau
NGC1759,NGC,,,Galaxy,75.204333,-38.673889,14.12,Cae
NGC1760,NGC,,,HII Region,74.184875,-66.527333,,Dor
NGC1761,NGC,,,Stellar Association,74.157208,-66.478861,9.94,Dor
NGC1762,NGC,,,Galaxy,75.904292,1.573333,12.60,Ori
NGC1763,NGC,,,Cluster+Nebula,74.204958,-66.409083,9.40,Dor
NGC1764,NGC,,,Open Cluster,74.115500,-67.693750,12.58,Dor
NGC1765,NGC,,,Galaxy,74.600667,-62.028389,13.95,Dor
NGC1766,NGC,,,Open Cluster,73.990000,-70.225056,12.22,Men
NGC1767,NGC,,,Open Cluster,74.113750,-69.400556,10.61,Dor
NGC1768,NGC,,,Open Cluster,74.250667,-68.249444,12.79,Dor
NGC1769,NGC,,,Emission Nebula,74.447375,-66.469083,,Dor
NGC1770,NGC,,,Cluster+Nebula,74.315458,-68.418083,,Dor
NGC1771,NGC,,,Galaxy,74.732167,-63.298222,13.43,Dor
NGC1772,NGC,,,Open Cluster,74.219958,-69.556056,10.97,Dor
NGC1773,NGC,,,Neb,74.550125,-66.360111,,Dor
NGC1774,NGC,,,Open Cluster,74.528667,-67.242333,10.76,Dor
NGC1775,NGC,,,Open Cluster,74.228250,-70.432000,12.55,Men
NGC1776,NGC,,,Open Cluster,74.665500,-66.429583,13.01,Dor
NGC1777,NGC,,,Globular Cluster,73.948583,-74.285361,12.80,Men
NGC1778,NGC,,,Open Cluster,77.023750,37.022833,7.70,Aur
NGC1779,NGC,,,Galaxy,76.325292,-9.147139,12.10,Eri
NGC1780,NGC,,,Galaxy,76.586292,-19.466667,14.74,Lep
NGC1781,NGC,,,Galaxy,76.979292,-18.189917,13.72,Lep
NGC1782,NGC,,,Open Cluster,74.462875,-69.392194,10.50,Dor
NGC1783,NGC,,,Globular Cluster,74.786708,-65.987278,10.93,Dor
NGC1784,NGC,,,Galaxy,76.362917,-11.871528,11.60,Lep
NGC1785,NGC,,,Stellar Association,74.687333,-68.824861,,Dor
NGC1786,NGC,,,Globular Cluster,74.782583,-67.745222,10.10,Dor
NGC1787,NGC,,,Open Cluster,75.435042,-65.823306,10.92,Dor
NGC1788,NGC,,,Reflection Nebula,76.721750,-3.340972,5.80,Ori
NGC1789,NGC,,,Globular Cluster,74.465333,-71.901972,13.06,Men
NGC1790,NGC,,,Open Cluster,77.734250,52.059806,,Aur
NGC1791,NGC,,,Open Cluster,74.777000,-70.168750,13.12,Men
NGC1792,NGC,,,Galaxy,76.310208,-37.980750,10.16,Col
NGC1793,NGC,,,Open Cluster,74.909208,-69.557639,12.41,Dor
NGC1794,NGC,,,Duplicate,76.979292,-18.189917,,Lep
NGC1795,NGC,,,Open Cluster,74.945417,-69.801167,12.42,Dor
NGC1796,NGC,,,Galaxy,75.677292,-61.140056,12.43,Dor
NGC1796A,NGC,,,Galaxy,76.262500,-61.484444,14.88,Dor
NGC1796B,NGC,,,Galaxy,76.978750,-61.191111,15.77,Dor
NGC1797,NGC,,,Galaxy,76.937000,-8.019083,14.42,Eri
NGC1798,NGC,,,Open Cluster,77.913833,47.695500,,Aur
NGC1799,NGC,,,Galaxy,76.935917,-7.969278,15.00,Eri
NGC1800,NGC,,,Galaxy,76.607167,-31.954222,12.58,Col
NGC1801,NGC,,,Globular Cluster,75.143792,-69.613750,12.16,Dor
NGC1802,NGC,,,Open Cluster,77.553625,24.125139,,Tau
NGC1803,NGC,,,Galaxy,76.360750,-49.567944,12.86,Pic
NGC1804,NGC,,,Open Cluster,75.263583,-69.082583,11.87,Dor
NGC1805,NGC,,,Globular Cluster,75.588833,-66.112250,,Dor
NGC1806,NGC,,,Globular Cluster,75.551542,-67.985750,11.10,Dor
NGC1807,NGC,,,Open Cluster,77.687625,16.512750,7.00,Tau
NGC1808,NGC,,,Galaxy,76.926417,-37.513056,10.21,Col
NGC1809,NGC,,,Galaxy,75.520875,-69.568278,12.34,Dor
NGC1810,NGC,,,Open Cluster,75.846958,-66.381806,11.90,Dor
NGC1811,NGC,,,Galaxy,77.178083,-29.275972,14.48,Col
NGC1812,NGC,,,Galaxy,77.220458,-29.251250,13.70,Col
NGC1813,NGC,,,Open Cluster,75.667833,-70.317944,12.76,Men
NGC1814,NGC,,,Cluster+Nebula,75.943583,-67.300667,12.76,Dor
NGC1815,NGC,,,Open Cluster,75.613542,-70.621056,12.41,Men
NGC1816,NGC,,,Open Cluster,75.961458,-67.260750,13.02,Dor
NGC1817,NGC,,,Open Cluster,78.109458,16.684083,7.70,Tau
NGC1818,NGC,,,Globular Cluster,76.061500,-66.434500,9.70,Dor
NGC1819,NGC,,,Galaxy,77.942250,5.200611,13.66,Ori
NGC1820,NGC,,,Open Cluster,76.007000,-67.265944,11.50,Dor
NGC1821,NGC,,,Galaxy,77.942083,-15.134639,13.92,Lep
NGC1822,NGC,,,Open Cluster,76.288333,-66.210556,13.15,Dor
NGC1823,NGC,,,Open Cluster,75.854000,-70.335500,12.09,Men
NGC1824,NGC,,,Galaxy,76.734167,-59.723972,12.57,Dor
NGC1825,NGC,,,Open Cluster,76.079333,-68.926417,12.04,Dor
NGC1826,NGC,,,Open Cluster,76.388708,-66.229750,13.25,Dor
NGC1827,NGC,,,Galaxy,77.519167,-36.960250,13.24,Col
NGC1828,NGC,,,Open Cluster,76.087000,-69.388167,12.52,Dor
NGC1829,NGC,,,Cluster+Nebula,76.250000,-68.059250,,Dor
NGC1830,NGC,,,Open Cluster,76.159458,-69.340167,12.56,Dor
NGC1831,NGC,,,Globular Cluster,76.569667,-64.917500,11.18,Dor
NGC1832,NGC,,,Galaxy,78.013875,-15.687806,11.54,Lep
NGC1833,NGC,,,Cluster+Nebula,76.102125,-70.728056,,Men
NGC1834,NGC,,,Open Cluster,76.297417,-69.207472,11.82,Dor
NGC1835,NGC,,,Globular Cluster,76.277417,-69.403861,10.60,Dor
NGC1836,NGC,,,Open Cluster,76.393417,-68.627889,12.22,Dor
NGC1837,NGC,,,Open Cluster,76.232500,-70.714000,12.27,Men
NGC1838,NGC,,,Open Cluster,76.532833,-68.445194,12.93,Dor
NGC1839,NGC,,,Open Cluster,76.509792,-68.626778,11.80,Dor
NGC1840,NGC,,,Open Cluster,76.329833,-71.762889,,Men
NGC1841,NGC,,,Globular Cluster,71.347292,-83.999056,11.43,Men
NGC1842,NGC,,,Open Cluster,76.825417,-67.273167,14.02,Dor
NGC1843,NGC,,,Galaxy,78.525083,-10.627028,13.28,Ori
NGC1844,NGC,,,Open Cluster,76.877833,-67.323417,12.08,Dor
NGC1845,NGC,,,Stellar Association,76.437542,-70.581611,10.20,Men
NGC1846,NGC,,,Globular Cluster,76.891417,-67.461472,11.31,Dor
NGC1847,NGC,,,Open Cluster,76.784000,-68.971444,12.47,Dor
NGC1848,NGC,,,Open Cluster,76.863167,-71.195361,9.73,Men
NGC1849,NGC,,,Open Cluster,77.395042,-66.315806,12.77,Dor
NGC1850,NGC,,,Globular Cluster,77.186375,-68.761667,8.96,Dor
NGC1851,NGC,,,Globular Cluster,78.528042,-40.046611,7.23,Col
NGC1852,NGC,,,Globular Cluster,77.349125,-67.776250,12.01,Dor
NGC1853,NGC,,,Galaxy,78.068833,-57.399028,13.59,Dor
NGC1854,NGC,,,Globular Cluster,77.332875,-68.847361,10.39,Dor
NGC1855,NGC,,,Stellar Association,77.320458,-68.845639,,Dor
NGC1856,NGC,,,Globular Cluster,77.372375,-69.127583,10.06,Dor
NGC1857,NGC,,,Open Cluster,80.023167,39.343611,7.00,Aur
NGC1858,NGC,,,Cluster+Nebula,77.466417,-68.891250,9.88,Dor
NGC1859,NGC,,,Open Cluster,77.882458,-65.249722,12.26,Dor
NGC1860,NGC,,,Open Cluster,77.664625,-68.752250,11.04,Dor
NGC1861,NGC,,,Open Cluster,77.592250,-70.777111,13.16,Men
NGC1862,NGC,,,Open Cluster,78.143917,-66.154361,13.33,Dor
NGC1863,NGC,,,Open Cluster,77.914917,-68.726778,,Dor
NGC1864,NGC,,,Open Cluster,78.169167,-67.621250,12.86,Dor
NGC1865,NGC,,,Open Cluster,78.104500,-68.771028,12.91,Dor
NGC1866,NGC,,,Globular Cluster,78.412917,-65.465583,9.73,Dor
NGC1867,NGC,,,Open Cluster,78.426083,-66.291944,13.35,Dor
NGC1868,NGC,,,Globular Cluster,78.651250,-63.954500,11.57,Dor
NGC1869,NGC,,,Cluster+Nebula,78.484667,-67.379389,,Dor
NGC1870,NGC,,,Globular Cluster,78.291250,-69.116944,11.26,Dor
NGC1871,NGC,,,Cluster+Nebula,78.465667,-67.452639,10.09,Dor
NGC1872,NGC,,,Globular Cluster,78.294875,-69.311583,11.04,Dor
NGC1873,NGC,,,Cluster+Nebula,78.481958,-67.334361,10.44,Dor
NGC1874,NGC,,,Cluster+Nebula,78.298583,-69.376222,12.81,Dor
NGC1875,NGC,,,Galaxy,80.440667,6.688861,14.63,Ori
NGC1876,NGC,,,Cluster+Nebula,78.327625,-69.362139,11.71,Dor
NGC1877,NGC,,,Neb,78.411833,-69.383778,12.00,Dor
NGC1878,NGC,,,Open Cluster,78.212125,-70.471694,12.94,Men
NGC1879,NGC,,,Galaxy,79.950958,-32.142750,12.79,Col
NGC1880,NGC,,,HII Region,78.354917,-69.379444,12.81,Dor
NGC1881,NGC,,,Open Cluster,78.404875,-69.299167,,Dor
NGC1882,NGC,,,Open Cluster,78.888875,-66.129556,12.33,Dor
NGC1883,NGC,,,Open Cluster,81.475833,46.490139,12.00,Aur
NGC1884,NGC,,,Other,78.991833,-66.163389,,Dor
NGC1885,NGC,,,Open Cluster,78.774417,-68.977556,11.97,Dor
NGC1886,NGC,,,Galaxy,80.450625,-23.810139,13.60,Lep
NGC1887,NGC,,,Open Cluster,79.024708,-66.318556,12.72,Dor
NGC1888,NGC,,,Galaxy,80.643542,-11.499528,11.92,Lep
NGC1889,NGC,,,Galaxy,80.647083,-11.496944,14.09,Lep
NGC1890,NGC,,,Open Cluster,78.440958,-72.077972,12.81,Men
NGC1891,NGC,,,Open Cluster,80.434250,-35.789306,,Col
NGC1892,NGC,,,Galaxy,79.287708,-64.959750,12.29,Dor
NGC1893,NGC,,,Open Cluster,80.683917,33.412028,7.50,Aur
NGC1894,NGC,,,Open Cluster,78.963625,-69.468528,12.16,Dor
NGC1895,NGC,,,Neb,79.214958,-67.329583,12.93,Dor
NGC1896,NGC,,,Open Cluster,81.394500,29.260222,,Aur
NGC1897,NGC,,,Open Cluster,79.380333,-67.451000,13.49,Dor
NGC1898,NGC,,,Open Cluster,79.176583,-69.656222,11.86,Dor
NGC1899,NGC,,,HII Region,79.452792,-67.900722,,Dor
NGC1900,NGC,,,Open Cluster,79.789083,-63.023694,13.59,Dor
NGC1901,NGC,,,Open Cluster,79.563167,-68.436306,,Dor
NGC1902,NGC,,,Open Cluster,79.579750,-66.627417,11.77,Dor
NGC1903,NGC,,,Globular Cluster,79.342917,-69.335306,11.86,Dor
NGC1904,NGC,079,,Globular Cluster,81.044125,-24.524222,8.16,Lep
NGC1905,NGC,,,Open Cluster,79.598792,-67.278167,13.21,Dor
NGC1906,NGC,,,Galaxy,81.196250,-15.943306,14.11,Lep
NGC1907,NGC,,,Open Cluster,82.018958,35.325667,8.20,Aur
NGC1908,NGC,,,Other,81.474167,-2.528889,,Ori
NGC1909,NGC,,the Witch Head Nebula,Reflection Nebula,76.231000,-7.265639,,Eri
NGC1910,NGC,,,Cluster+Nebula,79.679458,-69.231917,9.65,Dor
NGC1911,NGC,,,Open Cluster,79.862000,-66.684250,,Dor
NGC1912,NGC,038,,Open Cluster,82.177042,35.854917,6.40,Aur
NGC1913,NGC,,,Open Cluster,79.580375,-69.536472,11.14,Dor
NGC1914,NGC,,,Cluster+Nebula,79.415667,-71.255861,12.01,Men
NGC1915,NGC,,,Stellar Association,79.926000,-66.821528,,Dor
NGC1916,NGC,,,Globular Cluster,79.651958,-69.406806,10.38,Dor
NGC1917,NGC,,,Globular Cluster,79.758208,-68.998972,12.33,Dor
NGC1918,NGC,,,Supernova Remnant,79.779125,-69.662444,,Dor
NGC1919,NGC,,,Neb,80.079375,-66.891139,,Dor
NGC1920,NGC,,,HII Region,80.139583,-66.778722,12.54,Dor
NGC1921,NGC,,,Open Cluster,79.844792,-69.787750,12.95,Dor
NGC1922,NGC,,,Open Cluster,79.953833,-69.448250,11.51,Dor
NGC1923,NGC,,,Cluster+Nebula,80.391917,-65.486722,11.24,Dor
NGC1924,NGC,,,Galaxy,82.008042,-5.310750,12.53,Ori
NGC1925,NGC,,,Stellar Association,80.433167,-65.793611,,Dor
NGC1926,NGC,,,Globular Cluster,80.147625,-69.525278,11.79,Dor
NGC1927,NGC,,,Other,82.179083,-8.377333,,Ori
NGC1928,NGC,,,Open Cluster,80.235417,-69.477944,12.47,Dor
NGC1929,NGC,,,Open Cluster,80.400125,-67.912056,14.00,Dor
NGC1930,NGC,,,Galaxy,81.486667,-46.728472,12.37,Pic
NGC1931,NGC,,,Cluster+Nebula,82.855625,34.246556,10.10,Aur
NGC1932,NGC,,,Star,80.571833,-66.154333,13.80,Dor
NGC1933,NGC,,,Open Cluster,80.613833,-66.152167,13.80,Dor
NGC1934,NGC,,,Cluster+Nebula,80.449542,-67.937167,10.50,Dor
NGC1935,NGC,,,HII Region,80.494625,-67.957389,,Dor
NGC1936,NGC,,,Emission Nebula,80.558167,-67.978306,11.60,Dor
NGC1937,NGC,,,Stellar Association,80.621500,-67.894667,,Dor
NGC1938,NGC,,,Globular Cluster,80.352958,-69.939389,13.09,Men
NGC1939,NGC,,,Globular Cluster,80.360875,-69.949750,11.83,Men
NGC1940,NGC,,,Globular Cluster,80.682250,-67.186556,11.91,Dor
NGC1941,NGC,,,Cluster+Nebula,80.782083,-66.378639,12.00,Dor
NGC1942,NGC,,,Open Cluster,81.185583,-63.942111,13.46,Dor
NGC1943,NGC,,,Globular Cluster,80.619750,-70.154861,11.88,Men
NGC1944,NGC,,,Globular Cluster,80.489292,-72.494083,11.84,Men
NGC1945,NGC,,,Emission Nebula,81.229000,-66.457472,,Dor
