code,catalog,messier,name,type,ra_deg,dec_deg,mag,const
IC1491,IC,,,Galaxy,352.352875,-16.316611,15.03,Aqr
IC1492,IC,,,Galaxy,352.650417,-3.039917,14.37,Psc
IC1493,IC,,,Galaxy,352.614625,14.458861,16.55,Peg
IC1494,IC,,,Galaxy,352.692250,-12.724528,15.83,Aqr
IC1495,IC,,,Galaxy,352.698917,-13.485444,13.00,Aqr
IC1496,IC,,,Galaxy,352.722958,-2.934306,14.41,Psc
IC1497,IC,,,Other,352.208708,11.987000,,Peg
IC1498,IC,,,Galaxy,352.973542,-5.006972,14.03,Aqr
IC1499,IC,,,Double Star,352.987625,-13.439694,,Aqr
IC1500,IC,,,Galaxy,353.289000,4.552528,15.20,Psc
IC1501,IC,,,Galaxy,353.666917,-3.152833,14.60,Psc
IC1502,IC,,,Galaxy,354.085500,75.648139,14.66,Cep
IC1503,IC,,,Galaxy,354.612958,4.801417,14.26,Psc
IC1504,IC,,,Galaxy,355.331208,4.017472,14.41,Psc
IC1505,IC,,,Galaxy,355.404625,-3.565083,14.67,Aqr
IC1506,IC,,,Galaxy,356.201708,4.735667,15.52,Psc
IC1507,IC,,,Galaxy,356.388208,1.688750,14.73,Psc
IC1508,IC,,,Galaxy,356.479458,12.061750,13.40,Peg
IC1509,IC,,,Galaxy,356.819500,-15.306417,15.21,Aqr
IC1510,IC,,,GGroup,357.636667,2.073333,,Psc
IC1510 NED01,IC,,,Galaxy,357.635417,2.074722,16.08,Psc
IC1510 NED02,IC,,,Galaxy,357.637667,2.072361,15.16,Psc
IC1511,IC,,,Star,357.751875,27.060861,,Peg
IC1512,IC,,,Star,357.755958,27.027139,,Peg
IC1513,IC,,,Galaxy,358.372417,11.317611,15.04,Peg
IC1514,IC,,,Duplicate,358.569000,-13.586444,,Aqr
IC1515,IC,,,Galaxy,359.016292,-0.988528,14.40,Psc
IC1516,IC,,,Galaxy,359.029542,-0.916528,14.08,Psc
IC1517,IC,,,Galaxy,359.078375,-0.305611,14.62,Psc
IC1518,IC,,,Galaxy,359.275500,12.464972,15.93,Peg
IC1519,IC,,,Galaxy,359.284875,12.457556,15.95,Peg
IC1520,IC,,,Galaxy,359.476917,-14.039333,14.69,Cet
IC1521,IC,,,Galaxy,359.748583,-7.146778,15.04,Cet
IC1522,IC,,,Galaxy,359.764375,1.719889,15.25,Psc
IC1523,IC,,,Galaxy,359.777500,6.873056,16.28,Psc
IC1524,IC,,,Duplicate,359.794667,-4.127000,,Psc
IC1525,IC,,,Galaxy,359.815625,46.889667,13.20,And
IC1526,IC,,,Galaxy,0.381333,11.345889,15.07,Peg
IC1527,IC,,,Galaxy,0.590000,4.089750,15.42,Psc
IC1528,IC,,,Galaxy,1.272375,-7.093417,13.59,Cet
IC1529,IC,,,Galaxy,1.304875,-11.502806,14.51,Cet
IC1530,IC,,,Duplicate,1.831375,32.609250,,And
IC1531,IC,,,Galaxy,2.398250,-32.277000,13.52,Scl
IC1532,IC,,,Galaxy,2.470000,-64.372083,14.84,Tuc
IC1533,IC,,,Other,2.651708,-7.415139,,Cet
IC1534,IC,,,Galaxy,3.439333,48.151361,15.06,And
IC1535,IC,,,Galaxy,3.488917,48.157972,15.15,And
IC1536,IC,,,Galaxy,3.579208,48.143278,15.53,And
IC1537,IC,,,Other,3.963625,-39.262083,16.04,Scl
IC1538,IC,,,Other,4.506500,30.029278,,And
IC1539,IC,,,Duplicate,4.593917,30.079583,,And
IC1540,IC,,,Galaxy,4.953125,23.772611,14.89,And
IC1541,IC,,,Galaxy,5.008167,21.999750,15.59,And
IC1542,IC,,,Galaxy,5.171625,22.592444,15.00,And
IC1543,IC,,,Galaxy,5.231042,21.866028,14.17,And
IC1544,IC,,,Galaxy,5.322917,23.090861,14.05,And
IC1545,IC,,,Galaxy,5.337125,21.983444,16.67,And
IC1546,IC,,,Duplicate,5.370958,22.505861,,And
IC1547,IC,,,Other,5.398708,22.506444,,And
IC1548,IC,,,Galaxy,5.479833,22.006306,15.63,And
IC1549,IC,,,Galaxy,5.707625,6.964278,14.97,Psc
IC1550,IC,,,Galaxy,6.115208,38.185639,15.03,And
IC1551,IC,,,Galaxy,6.897875,8.877500,14.88,Psc
IC1552,IC,,,Galaxy,7.432125,21.476833,15.35,Psc
IC1553,IC,,,Galaxy,8.167167,-25.607528,14.44,Scl
IC1554,IC,,,Galaxy,8.280625,-32.258361,13.81,Scl
IC1555,IC,,,Galaxy,8.636000,-30.017861,14.35,Scl
IC1556,IC,,,Galaxy,8.762125,-9.368417,15.21,Cet
IC1557,IC,,,Galaxy,8.893833,-2.876417,15.54,Cet
IC1558,IC,,,Galaxy,8.946125,-25.374417,12.46,Scl
IC1559,IC,,,Duplicate,9.218042,23.984972,,And
IC1560,IC,,,Other,9.413458,2.671556,,Cet
IC1561,IC,,,Galaxy,9.635375,-24.339944,15.16,Cet
IC1562,IC,,,Galaxy,9.641500,-24.274056,13.60,Cet
IC1563,IC,,,Duplicate,9.751000,-9.014583,,Cet
IC1564,IC,,,Galaxy,9.771375,6.021056,14.75,Psc
IC1565,IC,,,Galaxy,9.859458,6.734250,14.50,Psc
IC1566,IC,,,Galaxy,9.889000,6.815139,15.45,Psc
IC1567,IC,,,Duplicate,9.859458,6.734250,,Psc
IC1568,IC,,,Galaxy,9.983167,6.848583,15.72,Psc
IC1569,IC,,,Galaxy,10.116750,6.719694,15.69,Psc
IC1570,IC,,,Galaxy,10.142083,6.752667,16.45,Psc
IC1571,IC,,,Galaxy,10.157708,-0.330667,14.58,Cet
IC1572,IC,,,Other,10.300417,16.237500,,Psc
IC1573,IC,,,Galaxy,10.543583,-23.591583,16.69,Cet
IC1574,IC,,,Galaxy,10.765917,-22.246889,13.86,Cet
IC1575,IC,,,Galaxy,10.889000,-4.117833,14.85,Cet
IC1576,IC,,,Galaxy,11.058958,-25.109278,15.56,Scl
IC1577,IC,,,Duplicate,10.893625,-8.186500,,Cet
IC1578,IC,,,Galaxy,11.108042,-25.076833,15.28,Scl
IC1579,IC,,,Galaxy,11.385208,-26.565444,14.78,Scl
IC1580,IC,,,Other,11.588875,29.936611,,And
IC1581,IC,,,Galaxy,11.443000,-25.920167,16.23,Scl
IC1582,IC,,,Galaxy,11.570083,-24.279333,15.80,Cet
IC1583,IC,,,Galaxy,11.792917,23.073833,15.33,And
IC1584,IC,,,Galaxy,11.827417,27.827667,15.02,And
IC1585,IC,,,Galaxy,11.809583,23.053556,15.11,And
IC1586,IC,,,Galaxy,11.984667,22.372889,14.70,And
IC1587,IC,,,Galaxy,12.180417,-23.561667,15.55,Cet
IC1588,IC,,,Galaxy,12.740458,-23.557944,16.37,Cet
IC1589,IC,,,Double Star,12.997333,-34.422056,,Scl
IC1590,IC,,,Cluster+Nebula,13.209167,56.643028,,Cas
IC1591,IC,,,Duplicate,13.027375,-22.680139,,Cet
IC1592,IC,,,Galaxy,13.362667,5.770389,15.36,Psc
IC1593,IC,,,Double Star,13.665125,32.519472,,Psc
IC1594,IC,,,Galaxy,13.438875,-47.647472,15.17,Phe
IC1595,IC,,,Galaxy,13.446042,-45.186639,15.38,Phe
IC1596,IC,,,Galaxy,13.678458,21.522639,15.00,Psc
IC1597,IC,,,Galaxy,13.383708,-58.107139,15.02,Tuc
IC1598,IC,,,Galaxy,13.674042,5.773806,14.97,Psc
IC1599,IC,,,Galaxy,13.636708,-23.494917,15.53,Cet
IC1600,IC,,,Galaxy,13.767667,-23.524889,15.52,Cet
IC1601,IC,,,Galaxy,13.895167,-24.153389,14.47,Cet
IC1602,IC,,,Galaxy,13.966208,-9.985667,15.44,Cet
IC1603,IC,,,Galaxy,14.248667,-45.412944,14.63,Phe
IC1604,IC,,,Other,14.495625,-16.230056,,Cet
IC1605,IC,,,Galaxy,14.406833,-48.902667,12.94,Phe
IC1606,IC,,,Other,14.592375,-12.178500,,Cet
IC1607,IC,,,Galaxy,14.703583,0.587250,14.41,Cet
IC1608,IC,,,Galaxy,14.851542,-34.328944,13.71,Scl
IC1609,IC,,,Galaxy,14.944250,-40.333556,13.73,Phe
IC1610,IC,,,Galaxy,15.427417,-15.567778,13.86,Cet
IC1611,IC,,,Open Cluster,14.949583,-72.332333,11.96,Tuc
IC1612,IC,,,Open Cluster,14.994208,-72.370722,12.31,Tuc
IC1613,IC,,,Galaxy,16.199125,2.117778,9.54,Cet
IC1614,IC,,,Galaxy,16.279000,33.189806,17.62,Psc
IC1615,IC,,,Galaxy,16.029333,-51.133056,14.30,Phe
IC1616,IC,,,Galaxy,16.234083,-27.429361,12.89,Scl
IC1617,IC,,,Galaxy,16.070000,-51.032806,14.60,Phe
IC1618,IC,,,Galaxy,16.483250,32.412167,15.59,Psc
IC1619,IC,,,Galaxy,16.843500,33.067278,15.18,Psc
IC1620,IC,,,Galaxy,16.809375,13.955111,14.60,Psc
IC1621,IC,,,Galaxy,16.594292,-46.725500,14.62,Phe
IC1622,IC,,,Galaxy,16.902792,-17.538639,14.64,Cet
IC1623,IC,,,GPair,16.946583,-17.507028,,Cet
IC1623A,IC,,,Galaxy,16.944583,-17.507222,14.26,Cet
IC1623B,IC,,,Galaxy,16.948167,-17.506972,13.89,Cet
IC1624,IC,,,Open Cluster,16.341000,-72.042528,12.42,Tuc
IC1625,IC,,,Galaxy,16.927542,-46.907583,12.08,Phe
IC1626,IC,,,Open Cluster,16.555958,-73.296111,13.82,Tuc
IC1627,IC,,,Galaxy,17.045167,-46.094056,13.72,Phe
IC1628,IC,,,Galaxy,17.198042,-28.582333,12.52,Scl
IC1629,IC,,,Galaxy,17.325833,2.567472,15.97,Cet
IC1630,IC,,,Galaxy,17.069875,-46.754028,15.19,Phe
IC1631,IC,,,Galaxy,17.186958,-46.475806,14.23,Phe
IC1632,IC,,,Galaxy,17.680750,17.683250,16.48,Psc
IC1633,IC,,,Galaxy,17.481583,-45.931194,11.39,Phe
IC1634,IC,,,Galaxy,17.765792,17.663056,15.66,Psc
IC1635,IC,,,Galaxy,17.764708,17.652028,15.64,Psc
IC1636,IC,,,Galaxy,17.895667,33.365389,15.00,Psc
IC1637,IC,,,Galaxy,17.754750,-30.438528,12.88,Scl
IC1638,IC,,,Galaxy,18.090875,33.364528,14.92,Psc
IC1639,IC,,,Galaxy,17.943958,-0.664361,14.37,Cet
IC1640,IC,,,Galaxy,17.963750,-0.630361,15.45,Cet
IC1641,IC,,,Open Cluster,17.413292,-71.768972,14.99,Tuc
IC1643,IC,,,Galaxy,18.035958,-0.410194,15.15,Cet
IC1644,IC,,,HII Region,17.304208,-73.194111,11.70,Tuc
IC1645,IC,,,Galaxy,18.113917,15.750083,14.40,Psc
IC1646,IC,,,Galaxy,18.182625,15.707806,15.10,Psc
IC1647,IC,,,Galaxy,18.310875,38.885278,15.13,And
IC1648,IC,,,Galaxy,18.425500,33.218222,15.14,Psc
IC1649,IC,,,Galaxy,17.962250,-55.857333,14.72,Phe
IC1650,IC,,,Galaxy,18.079542,-50.401722,13.64,Phe
IC1651,IC,,,Other,18.364833,2.069167,,Cet
IC1652,IC,,,Galaxy,18.734417,31.948500,14.23,Psc
IC1653,IC,,,Duplicate,18.781625,33.377333,,Psc
IC1654,IC,,,Galaxy,18.799500,30.194833,14.52,Psc
IC1655,IC,,,Open Cluster,17.975417,-71.330611,14.00,Tuc
IC1656,IC,,,Duplicate,18.906792,33.067722,,Psc
IC1657,IC,,,Galaxy,18.529250,-32.650889,13.14,Scl
IC1658,IC,,,Duplicate,18.956667,31.080250,,Psc
IC1659,IC,,,Galaxy,19.025083,30.349083,14.56,Psc
IC1660,IC,,,Open Cluster,18.156958,-71.761750,13.51,Tuc
IC1661,IC,,,Duplicate,19.051667,33.064111,,Psc
IC1662,IC,,,Open Cluster,18.136458,-73.456750,14.03,Tuc
IC1663,IC,,,Duplicate,18.529250,-32.650889,,Scl
IC1664,IC,,,Other,18.577125,-69.811528,,Tuc
IC1665,IC,,,Other,19.437125,34.701667,,And
IC1666,IC,,,Galaxy,19.972458,32.467333,14.35,Psc
IC1667,IC,,,Galaxy,19.676458,-17.050222,15.41,Cet
IC1668,IC,,,Galaxy,19.721250,33.173056,15.75,Psc
IC1669,IC,,,Galaxy,20.028500,33.184750,15.65,Psc
IC1670,IC,,,GPair,19.711667,-16.802778,,Cet
IC1670A,IC,,,Galaxy,19.703500,-16.803444,14.77,Cet
IC1670B,IC,,,Galaxy,19.720208,-16.803444,14.50,Cet
IC1671,IC,,,Duplicate,19.759750,-17.060389,,Cet
IC1672,IC,,,Galaxy,20.159167,29.698833,13.92,Psc
IC1673,IC,,,Galaxy,20.193125,33.044944,14.79,Psc
IC1674,IC,,,Galaxy,19.826833,-50.963583,14.92,Phe
IC1675,IC,,,Galaxy,20.249583,34.248611,14.27,And
IC1676,IC,,,Galaxy,20.244125,30.259472,15.58,Psc
IC1677,IC,,,Galaxy,20.279542,33.216139,15.17,Psc
IC1678,IC,,,Galaxy,20.260542,5.560528,15.30,Psc
IC1679,IC,,,Galaxy,20.435833,33.493611,15.48,Psc
IC1680,IC,,,Galaxy,20.463333,33.282500,14.86,Psc
IC1681,IC,,,Galaxy,20.338833,0.090389,14.89,Cet
IC1682,IC,,,Galaxy,20.555417,33.260278,14.26,Psc
IC1683,IC,,,Galaxy,20.662500,34.436944,14.13,And
IC1684,IC,,,Galaxy,20.721667,33.413611,15.77,Psc
IC1685,IC,,,Galaxy,20.777500,33.189444,,Psc
IC1686,IC,,,Duplicate,20.797917,33.460556,,Psc
IC1687,IC,,,Galaxy,20.829583,33.275278,14.77,Psc
IC1688,IC,,,Galaxy,20.867083,33.083056,16.42,Psc
IC1689,IC,,,Galaxy,20.949417,33.055333,14.78,Psc
IC1690,IC,,,Galaxy,20.956417,33.156278,14.98,Psc
IC1691,IC,,,Galaxy,21.107500,33.406944,16.26,Psc
IC1692,IC,,,Galaxy,21.164833,33.235806,15.60,Psc
IC1693,IC,,,Galaxy,21.010000,-1.657028,15.99,Cet
IC1694,IC,,,Galaxy,21.199167,1.607167,14.80,Cet
IC1695,IC,,,Galaxy,21.281792,8.699500,15.30,Psc
IC1696,IC,,,Galaxy,21.218167,-1.617056,13.61,Cet
IC1697,IC,,,Galaxy,21.262250,0.444361,15.02,Cet
IC1698,IC,,,Galaxy,21.342250,14.838722,14.82,Psc
IC1699,IC,,,Duplicate,21.342250,14.838722,,Psc
IC1700,IC,,,Duplicate,21.352750,14.864611,,Psc
IC1701,IC,,,Galaxy,21.460000,18.184472,15.31,Psc
IC1702,IC,,,Galaxy,21.484542,16.601806,14.44,Psc
IC1703,IC,,,Duplicate,21.604792,-1.638722,,Cet
IC1704,IC,,,Galaxy,21.789708,14.776278,14.26,Psc
IC1705,IC,,,Galaxy,21.686833,-3.501472,14.38,Cet
IC1706,IC,,,Galaxy,21.879250,14.819556,15.56,Psc
IC1707,IC,,,Other,22.001333,37.117056,,And
IC1708,IC,,,Open Cluster,21.233667,-71.184444,14.30,Hyi
IC1709,IC,,,Duplicate,21.987542,-35.717694,,Scl
IC1710,IC,,,Duplicate,22.694333,21.440417,,Psc
IC1711,IC,,,Galaxy,22.730250,17.188556,14.68,Psc
IC1712,IC,,,Duplicate,22.836458,-6.868056,,Cet
IC1713,IC,,,Star,23.182500,35.324472,,Tri
IC1714,IC,,,Galaxy,23.221542,-13.024972,16.57,Cet
IC1715,IC,,,Galaxy,23.392250,12.585444,14.48,Psc
IC1716,IC,,,Star,23.361875,-12.307944,,Cet
IC1717,IC,,,Other,23.126375,-67.536833,,Hyi
IC1718,IC,,,Galaxy,24.611458,33.366528,14.96,Tri
IC1719,IC,,,Galaxy,24.399667,-33.924083,13.96,Scl
IC1720,IC,,,Galaxy,25.089958,-28.912750,13.81,Scl
IC1721,IC,,,Galaxy,25.351833,8.525528,14.59,Psc
IC1722,IC,,,Galaxy,25.761292,-34.187722,14.81,Scl
IC1723,IC,,,Galaxy,25.809083,8.889361,14.08,Psc
IC1724,IC,,,Galaxy,25.790333,-34.241889,14.22,Scl
IC1725,IC,,,Galaxy,26.299292,21.776556,15.30,Psc
IC1726,IC,,,Galaxy,26.331958,4.618528,14.62,Psc
IC1727,IC,,,Galaxy,26.874542,27.333361,11.57,Tri
IC1728,IC,,,Galaxy,26.935375,-33.601500,13.35,For
IC1729,IC,,,Galaxy,26.980250,-26.892139,12.53,For
IC1730,IC,,,Galaxy,27.491417,22.012111,15.64,Ari
IC1731,IC,,,Galaxy,27.551417,27.196167,14.12,Tri
IC1732,IC,,,Galaxy,27.699583,35.932750,14.82,And
IC1733,IC,,,Galaxy,27.678708,33.082028,13.01,Tri
IC1734,IC,,,Galaxy,27.321042,-32.742611,12.86,For
IC1735,IC,,,Galaxy,27.715583,33.092333,15.07,Tri
IC1736,IC,,,Galaxy,27.721667,18.302778,14.95,Ari
IC1737,IC,,,Other,27.928000,36.251194,,And
IC1738,IC,,,Galaxy,27.782917,-9.792028,14.70,Cet
IC1739,IC,,,Galaxy,27.623333,-34.055583,14.75,For
IC1740,IC,,,Double Star,27.214833,-30.085972,,For
IC1741,IC,,,Galaxy,27.986375,-16.788028,15.52,Cet
IC1742,IC,,,Galaxy,28.309292,22.721389,15.16,Ari
IC1743,IC,,,Duplicate,28.248667,12.708472,,Ari
IC1744,IC,,,Duplicate,28.411833,19.840417,,Ari
IC1745,IC,,,Galaxy,28.246208,-16.669000,16.07,Cet
IC1746,IC,,,Galaxy,28.601292,4.803889,15.01,Psc
IC1747,IC,,,Planetary Nebula,29.398875,63.321778,12.00,Cas
IC1748,IC,,,Galaxy,29.036917,17.641278,14.68,Ari
IC1749,IC,,,Galaxy,29.046250,6.744944,14.69,Psc
IC1750,IC,,,Galaxy,29.077333,4.076278,15.35,Psc
IC1751,IC,,,Duplicate,29.087625,5.628944,,Psc
IC1752,IC,,,Galaxy,29.314250,28.613500,16.29,Tri
IC1753,IC,,,Galaxy,29.330458,28.589250,14.94,Tri
IC1754,IC,,,Galaxy,29.207833,4.025611,15.36,Psc
IC1755,IC,,,Galaxy,29.290792,14.549889,14.71,Ari
IC1756,IC,,,Galaxy,29.272250,-0.468250,15.56,Cet
IC1757,IC,,,Galaxy,29.297333,-0.473972,16.74,Cet
IC1758,IC,,,Galaxy,29.218708,-16.542056,15.22,Cet
IC1759,IC,,,Galaxy,29.480667,-32.987056,13.94,For
IC1760,IC,,,Galaxy,29.352833,-31.988333,16.61,For
IC1761,IC,,,Galaxy,29.717875,0.568306,15.54,Cet
IC1762,IC,,,Galaxy,29.452667,-33.239806,14.30,For
IC1763,IC,,,Galaxy,29.798958,-27.810694,14.64,For
IC1764,IC,,,Galaxy,30.097375,24.580556,14.43,Ari
IC1765,IC,,,Duplicate,30.277542,31.882472,,Tri
IC1766,IC,,,Duplicate,30.416667,31.826500,,Tri
IC1767,IC,,,Galaxy,29.997417,-11.078972,14.77,Cet
IC1768,IC,,,Galaxy,30.207792,-25.026694,14.80,For
IC1769,IC,,,Galaxy,30.228833,-31.919778,15.51,For
IC1770,IC,,,Galaxy,30.559958,9.980944,15.32,Psc
IC1771,IC,,,Galaxy,30.566083,9.968583,15.35,Psc
IC1772,IC,,,Galaxy,30.678875,7.745528,,Psc
IC1773,IC,,,Duplicate,31.008792,30.832861,,Tri
IC1774,IC,,,Galaxy,30.995833,15.318056,13.61,Ari
IC1775,IC,,,Galaxy,31.323083,13.505722,15.52,Ari
IC1776,IC,,,Galaxy,31.313417,6.106833,14.33,Psc
IC1777,IC,,,Galaxy,31.536250,15.209472,15.40,Ari
IC1778,IC,,,Duplicate,31.580833,9.227417,,Psc
IC1779,IC,,,Galaxy,31.608042,3.705972,15.20,Psc
IC1780,IC,,,Galaxy,31.713167,14.721917,15.53,Ari
IC1781,IC,,,Galaxy,31.719958,-0.518083,15.95,Cet
IC1782,IC,,,Duplicate,31.833542,-25.441889,,For
IC1783,IC,,,Galaxy,32.525542,-32.939861,12.48,For
IC1784,IC,,,Galaxy,34.053292,32.649500,13.14,Tri
IC1785,IC,,,Galaxy,34.087667,32.666528,15.59,Tri
IC1786,IC,,,Galaxy,34.023458,5.145472,15.47,Cet
IC1787,IC,,,Duplicate,34.043500,-11.926722,,Cet
IC1788,IC,,,Galaxy,33.958167,-31.201000,12.37,For
IC1789,IC,,,Galaxy,34.463250,32.396028,14.70,Tri
IC1790,IC,,,Galaxy,34.407458,12.508972,15.66,Ari
IC1791,IC,,,Galaxy,34.422250,12.470611,14.54,Ari
IC1792,IC,,,Galaxy,34.754542,34.462389,14.92,Tri
IC1793,IC,,,Galaxy,35.385000,32.544500,14.79,Tri
IC1794,IC,,,Galaxy,35.375708,15.761639,15.04,Ari
IC1795,IC,,,HII Region,36.633167,62.041639,,Cas
IC1796,IC,,,Galaxy,35.697167,-41.371083,13.67,Phe
IC1797,IC,,,Galaxy,36.366208,20.395333,15.25,Ari
IC1798,IC,,,Galaxy,36.564625,13.430778,,Ari
IC1799,IC,,,Galaxy,37.191292,45.970639,14.89,And
IC1800,IC,,,Other,37.129833,31.409667,,Tri
IC1801,IC,,,Galaxy,37.053125,19.583333,13.98,Ari
IC1802,IC,,,Galaxy,37.308250,23.082694,13.37,Ari
IC1803,IC,,,Galaxy,37.458083,23.108583,15.72,Ari
IC1804,IC,,,Galaxy,37.476750,23.097083,15.81,Ari
IC1805,IC,,,Cluster+Nebula,38.172958,61.456889,6.50,Cas
IC1806,IC,,,Galaxy,37.395625,22.943222,15.69,Ari
IC1807,IC,,,Galaxy,37.629167,22.949722,15.56,Ari
IC1808,IC,,,Duplicate,37.630333,-4.215417,,Cet
IC1809,IC,,,Galaxy,37.918125,22.917194,14.96,Ari
IC1810,IC,,,Galaxy,37.361792,-43.076333,14.15,Eri
IC1811,IC,,,Galaxy,37.659125,-34.264167,14.42,For
IC1812,IC,,,Galaxy,37.382417,-42.811361,12.21,Eri
IC1813,IC,,,Galaxy,37.706208,-34.220889,14.30,For
IC1814,IC,,,Duplicate,37.774125,-36.034667,,For
IC1815,IC,,,Galaxy,38.583333,32.429472,14.26,Tri
IC1816,IC,,,Galaxy,37.962500,-36.672056,14.26,For
IC1817,IC,,,GPair,38.459167,11.203333,,Ari
IC1817 NED01,IC,,,Galaxy,38.456667,11.203306,16.43,Ari
IC1817 NED02,IC,,,Galaxy,38.461583,11.203500,15.18,Ari
IC1818,IC,,,Galaxy,38.529750,-11.040750,15.27,Cet
IC1819,IC,,,Galaxy,38.924292,4.051806,15.03,Cet
IC1820,IC,,,Galaxy,38.969458,6.040611,15.20,Cet
IC1821,IC,,,GPair,39.108875,13.779556,,Ari
IC1821 NED01,IC,,,Galaxy,39.105875,13.780167,15.65,Ari
IC1821 NED02,IC,,,Galaxy,39.111250,13.778917,,Ari
IC1822,IC,,,Star,38.926458,-8.562806,,Cet
IC1823,IC,,,Galaxy,39.654083,32.069694,13.28,Tri
IC1824,IC,,,Duplicate,40.646083,61.594361,,Cas
IC1825,IC,,,Galaxy,39.731792,9.097361,14.84,Cet
IC1826,IC,,,Galaxy,39.764792,-27.443139,12.76,For
IC1827,IC,,,Galaxy,39.943583,1.558278,14.44,Cet
IC1828,IC,,,Duplicate,40.120792,19.297111,,Ari
IC1829,IC,,,Galaxy,40.136625,14.297944,15.83,Ari
IC1830,IC,,,Duplicate,39.764792,-27.443139,,For
IC1831,IC,,,Neb,40.985000,62.411639,,Cas
IC1832,IC,,,Galaxy,40.490250,19.030083,15.17,Ari
IC1833,IC,,,Galaxy,40.411250,-28.171278,14.14,For
IC1834,IC,,,Galaxy,40.700375,3.084167,15.18,Cet
IC1835,IC,,,GGroup,40.954792,14.889583,,Ari
IC1836,IC,,,Galaxy,40.847750,3.105389,15.57,Cet
IC1837,IC,,,Duplicate,40.880458,0.306806,,Cet
IC1838,IC,,,Galaxy,41.179125,19.455111,15.17,Ari
IC1839,IC,,,Galaxy,41.178792,15.240083,15.25,Ari
IC1840,IC,,,Duplicate,40.924917,-15.705583,,Cet
IC1841,IC,,,Galaxy,41.400958,18.928917,15.07,Ari
IC1842,IC,,,Galaxy,41.347583,11.458111,15.61,Ari
IC1843,IC,,,Galaxy,41.352583,2.880528,14.15,Cet
IC1844,IC,,,Galaxy,41.455833,3.230306,14.99,Cet
IC1845,IC,,,Double Star,40.987083,-27.968917,10.17,For
IC1846,IC,,,Duplicate,41.931583,13.255333,,Ari
IC1847,IC,,,Galaxy,41.973625,14.505111,15.98,Ari
IC1848,IC,,,Cluster+Nebula,42.794125,60.402472,6.50,Cas
IC1849,IC,,,Galaxy,41.935958,9.356806,15.44,Cet
IC1850,IC,,,Duplicate,42.163958,13.259528,,Ari
IC1851,IC,,,Star,42.941333,58.314306,6.44,Cas
IC1852,IC,,,Duplicate,42.251542,13.223750,,Ari
IC1853,IC,,,Galaxy,42.017792,-13.993111,14.36,Eri
IC1854,IC,,,Galaxy,42.336333,19.303917,14.81,Ari
IC1855,IC,,,Galaxy,42.267958,13.442889,16.27,Ari
IC1856,IC,,,Galaxy,42.211667,-0.767389,14.38,Cet
IC1857,IC,,,Galaxy,42.412167,14.619806,15.07,Ari
IC1858,IC,,,Galaxy,42.285042,-31.289583,14.20,For
IC1859,IC,,,Galaxy,42.266333,-31.172500,14.30,For
IC1860,IC,,,Galaxy,42.390458,-31.189111,12.59,For
IC1861,IC,,,Galaxy,43.279083,25.490389,14.63,Ari
IC1862,IC,,,Galaxy,42.995000,-33.340167,14.59,For
IC1863,IC,,,Galaxy,43.711417,8.784389,15.70,Cet
IC1864,IC,,,Galaxy,43.413792,-34.197639,12.72,For
IC1865,IC,,,Galaxy,43.834083,8.828167,14.93,Cet
IC1866,IC,,,Galaxy,43.720792,-15.652556,15.22,Eri
IC1867,IC,,,Galaxy,43.967625,9.311833,14.60,Cet
IC1868,IC,,,Galaxy,44.024375,9.378833,15.86,Cet
IC1869,IC,,,Galaxy,44.548708,5.836583,15.56,Cet
IC1870,IC,,,Galaxy,44.473042,-2.347083,13.50,Eri
IC1871,IC,,,HII Region,44.340792,60.672361,,Cas
IC1872,IC,,,Other,46.144208,42.810667,,Per
IC1873,IC,,,Galaxy,45.970333,9.613250,15.30,Cet
IC1874,IC,,,Galaxy,46.591583,36.014528,14.69,Per
IC1875,IC,,,Galaxy,45.986000,-39.440417,12.55,For
IC1876,IC,,,Galaxy,46.134542,-27.460500,14.12,For
IC1877,IC,,,Galaxy,45.789917,-50.511917,16.32,Hor
IC1878,IC,,,Galaxy,45.917500,-52.108028,15.18,Hor
IC1879,IC,,,Galaxy,45.968542,-52.117750,15.96,Hor
IC1880,IC,,,Galaxy,46.619250,-9.731472,14.86,Eri
IC1881,IC,,,Duplicate,47.322125,38.649444,,Per
IC1882,IC,,,Galaxy,46.955417,3.147889,15.04,Cet
IC1883,IC,,,Duplicate,47.425958,40.893083,,Per
IC1884,IC,,,Duplicate,47.428083,40.974222,,Per
IC1885,IC,,,Galaxy,46.668458,-32.863639,14.88,For
IC1886,IC,,,Galaxy,47.013500,-4.399833,14.81,Eri
IC1887,IC,,,Duplicate,47.553833,40.765667,,Per
IC1888,IC,,,Duplicate,47.734000,41.137111,,Per
IC1889,IC,,,Duplicate,47.762958,40.622111,,Per
IC1890,IC,,,Galaxy,47.493458,19.208056,15.63,Ari
IC1891,IC,,,Galaxy,47.550083,19.606556,16.61,Ari
IC1892,IC,,,Galaxy,47.113458,-23.055778,13.84,Eri
IC1893,IC,,,Galaxy,47.569042,19.616861,17.13,Ari
IC1894,IC,,,Galaxy,47.606125,19.606611,15.83,Ari
IC1895,IC,,,Galaxy,47.400917,-25.253583,13.29,For
IC1896,IC,,,Galaxy,46.968833,-54.214472,15.82,Hor
IC1897,IC,,,Galaxy,47.691375,-10.796056,14.67,Eri
IC1898,IC,,,Galaxy,47.582458,-22.404861,13.62,Eri
IC1899,IC,,,Galaxy,48.054625,-25.304917,14.39,For
